time_stamp,supply_temp,outdoor_temp,power_kw
2022-09-29T09:25:00+00:00,40.57276884267028,6.938497711235369,6.28868550090163
2022-09-30T11:45:00+00:00,31.901655228722174,8.784437217459773,0.21549668513386455
2022-09-30T05:35:00+00:00,35.24241414563409,6.890000104904175,10.68272406479408
2022-09-29T21:55:00+00:00,32.18325585653616,6.491162799125494,0.21683720641357954
2022-09-29T22:45:00+00:00,36.50033660529037,6.57609420352512,31.360841648345843
2022-09-29T11:45:00+00:00,40.027089887638155,6.839799483882942,19.23695649749858
2022-09-29T23:40:00+00:00,36.62633331298828,6.553999948501587,0.22056666577855746
2022-09-30T06:10:00+00:00,40.90033559894881,7.089966469385153,11.0406354857129
2022-09-29T14:45:00+00:00,34.02979452316075,7.073287601340307,21.385479665782352
2022-09-29T18:05:00+00:00,35.49620833555104,6.5,29.258388654880616
2022-09-29T10:30:00+00:00,31.589700876280318,6.8498340302527545,0.21229235347719289
2022-09-30T02:20:00+00:00,33.36501609374194,6.6174916371260535,0.2199999988079071
2022-09-30T00:40:00+00:00,29.64214849866126,6.6338841698386455,18.138181767187827
2022-09-30T11:05:00+00:00,37.07650889966312,8.488254988753555,15.7730873863169
2022-09-30T03:00:00+00:00,31.044131220786223,6.698121892454479,5.582159617697129
2022-09-30T13:05:00+00:00,39.10633195241292,8.417999687194824,26.08320000330607
2022-09-30T08:00:00+00:00,37.425913737857854,7.861794151737048,11.134385403604602
2022-09-29T09:15:00+00:00,39.650943252275574,7.0,11.378066035936463
2022-09-29T15:15:00+00:00,30.47046951319547,7.055369074712663,0.21661073524479899
2022-09-30T16:25:00+00:00,32.61186386367022,8.216271057775465,4.8157625897961145
2022-09-30T01:20:00+00:00,43.167449221515014,6.763422869995937,16.18439587330658
2022-09-30T16:00:00+00:00,33.985000885857474,8.233333269755045,7.832166529364056
2022-09-29T14:40:00+00:00,34.83204237172301,7.05739431146165,10.55690130570405
2022-09-29T11:40:00+00:00,40.13699932098389,6.830333495140076,6.281266674995423
2022-09-29T20:25:00+00:00,35.54680113358931,6.593939304351807,10.775016887420756
2022-09-30T20:10:00+00:00,41.90405513144828,6.960473010668883,14.027500048682496
2022-09-29T15:00:00+00:00,32.0727696754563,7.073239366773149,0.5544600909304731
2022-09-29T22:20:00+00:00,31.301030916037018,6.5,5.646494806427317
